wmpid,full_name,name_fec,first_name,last_name,gender_wmp,fecid_2020,fecid_2022a,fecid_2022b,fecid_2022old,fecid_changed,crp_candidate_id,dateadded_person,notes_person,wmp_notes,supcourt_2022,supcourt_former,currsen_2022,prompol,former_uspres,intl_leaders,gov2022_gencd,face_category,latino_wmp,latino_crp,race_wmp,race_crp1,race_crp2,race_crpmena
WMPID984,John Sarbanes,"SARBANES, JOHN P. MR.",John,Sarbanes,M,H6MD03292,H6MD03292,,,0,N00027751,11/3/2020,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID4893,John Sarega,"SAREGA, JOHN",John,Sarega,M,,H2CA38278,,,0,,6/28/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID4982,John Scheiss,"SCHEISS, JOHN",John,Scheiss,M,,S2AK00267,,,,,8/5/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID2956,John Schiess,"SCHIESS, JOHN",John,Schiess,M,,S2KY00194,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID2340,John Sharkey,"SHARKEY, JOHN",John,Sharkey,M,,H2NC12245,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Black,B,NULL,NULL
WMPID5030,John Simmons,"SIMMONS, JOHN",John,Simmons,M,,H2TX04157,,,,,8/5/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID5101,John Sophocleus,"SOPHOCLEUS, JOHN",John,Sophocleus,M,,S2AL00293,,,,,9/13/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID2968,John Steven Selker,"SELKER, JOHN STEVEN DR.",John Steven,Selker,M,,H2OR04111,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID541,John Stewart,"STEWART, JOHN",John,Stewart,M,H0OH12211,,,,0,N00046809,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID3402,John Tabacco,"TABACCO, JOHN",John,Tabacco,M,,H2NY10209,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID1465,John Thune,"THUNE, JOHN R.",John,Thune,M,S2SD00068,S2SD00068,,,0,,11/3/2020,,,0,0,1,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID253,John Tilford,"TILFORD, JOHN",John,Tilford,M,H0IN09187,,,,0,N00034331,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID3155,John Tompkins,"TOMPKINS, JOHN",John,Tompkins,M,,S0OK00453,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID5262,John Tyler,"TYLER, JOHN",John,Tyler,M,,,,,,,12/19/2022,,,,,,,1,0,0,former presidents,,,White,,,
WMPID3154,John Villarreal Rigney,"VILLARREAL RIGNEY, JOHN",John,Villarreal Rigney,M,,H2TX15195,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,1,Y,Hispanic/Latino,H,NULL,NULL
WMPID4812,John Wayne Howe,"HOWE, JOHN WAYNE",John Wayne,Howe,M,,H2AK00366,,,0,,6/28/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID270,John Wells,"WELLS, JOHN",John,Wells,M,H0KY05163,,,,0,N00046887,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID3179,John Wesley Nofire,"NOFIRE, JOHN WESLEY",John Wesley,Nofire,M,,H2OK02299,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID3426,John Weston,"WESTON, JOHN",John,Weston,M,,S2UT00385,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,n,White,W,NULL,n
WMPID4244,John White,"WHITE, JOHN",John,White,M,,H2AR04158,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID4871,Johnny Dupree,"DUPREE, JOHNNY L",Johnny,Dupree,M,,H2MS04332,,,0,,6/28/2022,,,0,0,0,0,0,0,0,,,NULL,Black,B,NULL,NULL
WMPID1660,Johnny Humphrey,"HUMPHREY, JOHNNY",Johnny,Humphrey,M,,H2CO08087,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID71,Johnny Nalbandian,"NALBANDIAN, JOHNNY",Johnny,Nalbandian,M,H0CA27127,H0CA27127,,,0,N00041480,11/3/2020,,,0,0,0,0,0,0,0,,0,N,White,W,Soviet,N
WMPID319,Johnny Ray Salling,"SALLING, JOHNNY RAY",Johnny Ray,Salling,M,H0MD02230,,,,0,N00045507,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID639,Johnny Teague,"TEAGUE, JOHNNY MARK DR.",Johnny,Teague,M,H0TX09176,H0TX09176,,,0,N00044583,11/3/2020,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID2054,Johnny Teehee,"TEEHEE, JOHNNY",Johnny,Teehee,M,,H2OK02232,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Indiginous,I,NULL,NULL
WMPID181,Johsira C. Cruz,"CRUZ, JOHSIRA",Johsira,Cruz,F,H0GA04148,,,,0,N00045394,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID5249,Joko Widodo,"WIDODO, JOKO",Joko,Widodo,M,,,,,,,12/19/2022,,,,,,,0,1,0,international leaders,,,Asian/Pacific Islander,,,
WMPID1801,Jolene Daly,"DALY, JOLENE",Jolene,Daly,F,,H2CA10194,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID5008,Jon Butler,"BUTLER, JON",Jon,Butler,M,,S8WA00376,,,,,8/5/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID2699,Jon Chuba,"CHUBA, JON",Jon,Chuba,M,,H2FL05200,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID3096,Jon Elist,"ELIST, JON",Jon,Elist,M,,S2CA01250,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,Y
WMPID3520,Jon Gregory Howard,"HOWARD, JON GREGORY",Jon Gregory,Howard,M,,H2GA09242,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID342,Jon Hoadley,"HOADLEY, JON",Jon,Hoadley,M,H0MI06152,,,,0,N00044325,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID4707,Jon Kaiman,"KAIMAN, JON",Jon,Kaiman,M,,H2NY03170,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID2126,Jon Lanzaro-Fisher,"LANZARO-FISHER, JON",Jon,Lanzaro-Fisher,M,,H2PA08110,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID644,Jon Mark Hogg,"HOGG, JON MARK",Jon Mark,Hogg,M,H0TX11198,,,,0,N00045289,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID1530,Jon Ossoff,"OSSOFF, JON",Jon,Ossoff,M,S8GA00180,,,,0,N00040675,11/3/2020,,,0,0,1,0,0,0,0,,,,,,,
WMPID1690,Jon Rocha,"ROCHA, JON",Jon,Rocha,M,,H2MI06125,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID1513,Jon Tester,"TESTER, JON",Jon,Tester,M,S6MT00162,,,,0,,11/3/2020,,,0,0,1,0,0,0,0,,,,,,,
WMPID3204,Jon Travis Rodermund,"RODERMUND, JON TRAVIS",Jon Travis,Rodermund,M,,H2TX06319,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID2735,Jonah Schulz,"SCHULZ, JONAH",Jonah,Schulz,M,,H2OH16069,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID1698,Jonathan Andrew Mitchell,"MITCHELL, JONATHAN ANDREW",Jonathan Andrew,Mitchell,M,,H2TX08125,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID2720,Jonathan Braun,"BRAUN, JONATHAN",Jonathan,Braun,M,,H2CA28154,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID3138,Jonathan Chavez,"CHAVEZ, JONATHAN",Jonathan,Chavez,M,,H2GA04201,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,1,Y,Hispanic/Latino,H,W,N
WMPID4120,Jonathan David Hildner,"HILDNER, JONATHAN DAVID MR.",Jonathan David,Hildner,M,,H2TX31150,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,Black,B,W,N
WMPID2156,Jonathan David Simpson,"SIMPSON, JONATHAN DAVID",Jonathan David,Simpson,M,,H2NC14084,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID4757,Jonathan Dine,"DINE, JONATHAN",Jonathan,Dine,M,,S0MO00340,,,0,,6/28/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID205,Jonathan Hoomanawanui,"HOOMANAWANUI, JONATHAN",Jonathan,Hoomanawanui,M,H0HI02197,,,,0,N00046476,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID3547,Jonathan Howe,"HOWE, JONATHAN MR.",Jonathan,Howe,M,,H2NY14102,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID1714,Jonathan II Warren,"WARREN, JONATHAN II",Jonathan II,Warren,M,,S2NC00653,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID3132,Jonathan Jackson,"JACKSON, JONATHAN",Jonathan,Jackson,M,,H2IL01349,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,Black,B,NULL,N
WMPID3066,Jonathan Jenkins Jenkins,"JENKINS, JONATHAN JENKINS",Jonathan Jenkins,Jenkins,M,,H2MD06260,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID3683,Jonathan Karlen,"KARLEN, JONATHAN",Jonathan,Karlen,M,,H2MO03159,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID2506,Jonathan Keith Hullihan,"HULLIHAN, JONATHAN KEITH",Jonathan Keith,Hullihan,M,,H2TX08133,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID4750,Jonathan Lee Van Antwerp,"VAN ANTWERP, JONATHAN LEE",Jonathan Lee,Van Antwerp,UNK,,S2AZ00430,,,0,,6/28/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID3724,Jonathan Logemann,"LOGEMANN, JONATHAN",Jonathan,Logemann,M,,H2IL17121,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID4651,Jonathan Madison,"MADISON, JONATHAN",Jonathan,Madison,M,,H2CA09147,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,Black,B,NULL,N
WMPID3126,Jonathan Marc,"MARC, JONATHAN",Jonathan,Marc,M,,H2FL05218,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID3125,Jonathan Mccolumn,"MCCOLUMN, JONATHAN MR",Jonathan,Mccolumn,M,,S2GA00282,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Black,B,NULL,NULL
WMPID3662,Jonathan Mcgreevey,"MCGREEVEY, JONATHAN A DR",Jonathan,Mcgreevey,M,,S2MD00545,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID3123,Jonathan Polhemus,"POLHEMUS, JONATHAN",Jonathan,Polhemus,M,,H2OR03121,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID3912,Jonathan Reiss,"REISS, JONATHAN",Jonathan,Reiss,M,,H2CA36447,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID112,Jonathan Riddle,"RIDDLE, JONATHAN",Jonathan,Riddle,M,H0CT04195,,,,0,N00045130,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID464,Jonathan Royce Esteban,"ESTEBAN, JONATHAN ROYCE",Jonathan Royce,Esteban,M,H0NV04049,,,,0,N00044787,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID4534,Jonathan Smith,"SMITH, JONATHAN",Jonathan,Smith,M,,H2AL02190,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID3122,Jonathan Swain,"SWAIN, JONATHAN",Jonathan,Swain,M,,H2IL01331,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID1917,Jonathan Welch,"WELCH, JONATHAN",Jonathan,Welch,M,,H2WA02235,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID2152,Jonathon Angel Ramos,"RAMOS, JONATHON ANGEL",Jonathon Angel,Ramos,M,,H2CA01243,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID3571,Jonathon Dale Cole,"COLE, JONATHON DALE",Jonathon Dale,Cole,M,,H2IN09217,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID1479,Joni Ernst,"ERNST, JONI",Joni,Ernst,F,S4IA00129,,,,0,N00035483,11/3/2020,,,0,0,1,0,0,0,0,,,,,,,
WMPID705,Jonia Broderick,"BRODERICK, JONIA",Jonia,Broderick,F,H0UT04027,,,,0,N00045073,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID2161,Jordan Johnson,"JOHNSON, JORDAN MR.",Jordan,Johnson,M,,H2LA02180,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID4694,Jordan Vasquez,"VASQUEZ, JORDAN",Jordan,Vasquez,M,,H2NY08146,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID3039,Jorge Sanchez Hernandez,"SANCHEZ HERNANDEZ, JORGE",Jorge,Sanchez Hernandez,M,,H2CA22157,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID2059,Jose Aizar Cavazos,"CAVAZOS, JOSE AIZAR",Jose Aizar,Cavazos,M,,H2TX15120,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,1,Y,Hispanic/Latino,H,NULL,NULL
WMPID3114,Jose Castillo,"CASTILLO, JOSE",Jose,Castillo,M,,H0FL09115,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,1,Y,Hispanic/Latino,H,NULL,N
WMPID2414,Jose Marcos Cortes,"CORTES, JOSE MARCOS",Jose Marcos,Cortes,M,,H2CA51222,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,1,Y,Hispanic/Latino,H,NULL,NULL
WMPID585,Jose Nadal Power,"NADAL POWER , JOSE",Jose,Nadal Power,M,H0PR01018,,,,0,N00044358,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID1659,Joseph Alfonso,"ALFONSO, JOSEPH",Joseph,Alfonso,M,,H2MI04260,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,1,Y,Hispanic/Latino,H,NULL,NULL
WMPID4106,Joseph Cavagna,"CAVAGNA, JOSEPH",Joseph,Cavagna,M,,H2FL07172,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID1201,Joseph D Morelle,"MORELLE, JOSEPH D",Joseph,Morelle,M,H8NY25105,H8NY25105,,,0,N00043207,11/3/2020,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID1989,Joseph Destin,"DESTIN, JOSEPH J",Joseph,Destin,M,,S2NV00340,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID2662,Joseph Edward Afzal,"AFZAL, JOSEPH EDWARD",Joseph Edward,Afzal,M,,H2NV02536,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,Asian/Pacific Islander,AP,I,N
WMPID213,Joseph Evans,"EVANS, JOSEPH",Joseph,Evans,M,H0ID01295,,,,0,N00045698,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID3110,Joseph Frederick III Yetter,"YETTER, JOSEPH FREDERICK III",Joseph Frederick III,Yetter,M,,H2OR02156,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID1988,Joseph Fridlington,"FRIDLINGTON, JOSEPH",Joseph,Fridlington,UNK,,H2KS02150,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID1827,Joseph III Dehn,"DEHN, JOSEPH W III",Joseph III,Dehn,M,,H6CA14064,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID3108,Joseph III Pinion,"PINION, JOSEPH III",Joseph III,Pinion,M,,S2NY00499,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Black,B,NULL,NULL
WMPID3425,Joseph John Vodvarka,"VODVARKA, JOSEPH JOHN",Joseph John,Vodvarka,UNK,,S4PA00196,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID3038,Joseph Jr. Leblanc,"LEBLANC, JOSEPH JR.",Joseph Jr.,Leblanc,M,,H0TX22369,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID3363,Joseph Kent,"KENT, JOSEPH",Joseph,Kent,M,,H2WA03100,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID3623,Joseph Kerner,"KERNER, JOSEPH",Joseph,Kerner,M,,H2IA02129,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID3104,Joseph Kual Zakaria,"ZAKARIA, JOSEPH KUAL MR.",Joseph Kual,Zakaria,M,,H2NE01100,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Black,B,NULL,NULL
WMPID456,Joseph Maridon,"MARIDON, JOSEPH",Joseph,Maridon,M,H0NV01250,,,,0,N00047150,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID3196,Joseph Matthew O'Dea,"O'DEA, JOSEPH MATTHEW",Joseph Matthew,O'Dea,M,,S2CO00241,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID1076,Joseph Neguse,"NEGUSE, JOSEPH",Joe,Neguse,M,H8CO02160,H8CO02160,,,0,N00041080,11/3/2020,,,0,0,0,0,0,0,0,,0,N,Black,B,NULL,N
WMPID3468,Joseph Nicholas Biasco,"BIASCO, JOSEPH NICHOLAS MR.",Joseph Nicholas,Biasco,M,,H2NJ11244,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID2914,Joseph O'Hara,"O'HARA, JOSEPH",Joseph,O'Hara,M,,H2GA02148,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID5111,Joseph Oddo,"ODDO, JOSEPH",Joseph,Oddo,UNK,,H2SC02190,,,,,9/29/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID2068,Joseph Osborne,"OSBORNE, JOSEPH MR",Joseph,Osborne,UNK,,H2NJ29014,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID4151,Joseph Palimeno,"PALIMENO, JOSEPH",Joseph,Palimeno,M,,H2GA01256,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID4226,Joseph Perez,"PEREZ, JOSEPH MR.",Joseph,Perez,M,,S2MD00594,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID2839,Joseph Phillip,"PHILLIP, JOSEPH",Joseph,Phillip,UNK,,H2MI87018,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID1591,Joseph Ray Babb,"BABB, JOSEPH RAY",Joseph Ray,Babb,M,,H2VA11248,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID1775,Joseph Roberts,"ROBERTS, JOSEPH C MR.",Joseph,Roberts,M,,H2CA12182,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID3094,Joseph Rocha,"ROCHA, JOSEPH C.",Joseph,Rocha,M,,H2CA50208,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,1,Y,Hispanic/Latino,H,NULL,NULL
WMPID2368,Joseph Sempolinski,"SEMPOLINSKI, JOSEPH",Joseph,Sempolinski,M,,H2NY23137,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID228,Joseph Severino,"SEVERINO, JOSEPH",Joseph,Severino,M,H0IL10393,H0IL10393,,,0,N00047214,11/3/2020,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID2849,Joseph Stewart II Mcdaniel,"MCDANIEL, JOSEPH STEWART II",Joseph Stewart II,Mcdaniel,M,,H2TX01120,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID3090,Joseph Swartz,"SWARTZ, JOSEPH",Joseph,Swartz,M,,H2NC01230,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID2525,Joseph Webster,"WEBSTER, JOSEPH E.",Joseph,Webster,M,,H2HI02607,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID4552,Joseph White Gilmore,"GILMORE, JOSEPH WHITE",Joseph White,Gilmore,UNK,,H2HI01104,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID3088,Josh Alley,"ALLEY, JOSH",Josh,Alley,UNK,,H2TN06154,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID43,Josh Barnett,"BARNETT, JOSH",Josh,Barnett,M,H0AZ07082,H0AZ07082,,,0,N00044446,11/3/2020,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID3187,Josh Bitterman,"BITTERMAN, JOSH",Josh,Bitterman,M,,H2MI11257,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID3085,Josh Brecheen,"BRECHEEN, JOSH",Josh,Brecheen,M,,H2OK02315,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID469,Josh Goldfein,"GOLDFEIN, JOSH",Josh,Goldfein,M,H0NY01228,,,,0,N00047227,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID1000,Josh Gottheimer,"GOTTHEIMER, JOSH",Josh,Gottheimer,M,H6NJ05171,H6NJ05171,,,0,N00036944,11/3/2020,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID1054,Josh Harder,"HARDER, JOSH",Josh,Harder,M,H8CA10126,H8CA10126,,,0,N00040853,11/3/2020,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID1540,Josh Hawley,"HAWLEY, JOSH",Josh,Hawley,M,S8MO00160,,,,0,,11/3/2020,,,0,0,1,0,0,0,0,,,,,,,
WMPID272,Josh Hicks,"HICKS, JOSH",Josh,Hicks,M,H0KY06179,,,,0,N00045138,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID2879,Josh Nicoloff,"NICOLOFF, JOSH",Josh,Nicoloff,M,,H2MO03142,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID1629,Josh Riley,"RILEY, JOSH",Josh,Riley,M,,H8NY22177,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID5337,Josh Shapiro,"SHAPIRO, JOSH",Josh,Shapiro,M,,,,,,,12/20/2022,,,,,,,,,1,,,,,,,
WMPID5031,Josh Shipp,"SHIPP, JOSH",Josh,Shipp,M,,S2MO00759,,,,,8/5/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID3044,Joshua Brewster,"BREWSTER, JOSHUA MR",Joshua,Brewster,UNK,,H2ME39016,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID2784,Joshua Carl Revak,"REVAK, JOSHUA CARL",Joshua Carl,Revak,M,,H2AK00218,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID2489,Joshua Eisen,"EISEN, JOSHUA DR",Joshua,Eisen,M,,S2NY00416,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID1609,Joshua Gaddis,"GADDIS, JOSHUA",Joshua,Gaddis,M,,H2AL04071,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID5321,Joshua Green,"GREEN, JOSHUA",Joshua,Green,M,,,,,,,12/20/2022,,,,,,,,,1,,,,,,,
WMPID4965,Joshua Guillory,"GUILLORY, JOSHUA S",Joshua,Guillory,UNK,,H8LA03037,,,,,8/5/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID3077,Joshua Harris-Till,"HARRIS-TILL, JOSHUA",Joshua,Harris-Till,M,,H2OK05169,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Black,B,NULL,NULL
WMPID3324,Joshua Joseph Weil,"WEIL, JOSHUA JOSEPH",Joshua Joseph,Weil,M,,S2FL00466,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID2299,Joshua Lafazan,"LAFAZAN, JOSHUA",Joshua,Lafazan,M,,H2NY03162,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID2809,Joshua Logsdon,"LOGSDON, JOSHUA",Joshua,Logsdon,M,,H2AZ03160,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID1818,Joshua Mandel,"MANDEL, JOSHUA A.",Joshua,Mandel,M,,S2OH00170,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID1643,Joshua Neal,"NEAL, JOSHUA",Joshua,Neal,M,,H2NM01359,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID1948,Joshua Pembleton,"PEMBLETON, JOSHUA",Joshua,Pembleton,M,,H2AZ03178,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID4911,Joshua Qualis,"QUALIS, JOSHUA",Joshua,Qualis,M,,H2IL12205,,,,,7/5/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
