wmpid,full_name,name_fec,first_name,last_name,gender_wmp,fecid_2020,fecid_2022a,fecid_2022b,fecid_2022old,fecid_changed,crp_candidate_id,dateadded_person,notes_person,wmp_notes,supcourt_2022,supcourt_former,currsen_2022,prompol,former_uspres,intl_leaders,gov2022_gencd,face_category,latino_wmp,latino_crp,race_wmp,race_crp1,race_crp2,race_crpmena
WMPID2666,Alexandria Gloria Khalil,"KHALIL, ALEXANDRIA GLORIA",Alexandria Gloria,Khalil,F,,S2PA00406,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,Middle East North Africa,M,W,Y
WMPID1193,Alexandria Ocasio-Cortez,"OCASIO-CORTEZ, ALEXANDRIA",Alexandria,Ocasio-Cortez,UNK,H8NY15148,S2NY00432,H8NY15148,,0,N00041162,11/3/2020,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID454,Alexis Johnson,"JOHNSON, ALEXIS MARTINEZ",Alexis Martinez,Johnson,F,H0NM03201,,,,0,N00045264,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID2867,Alexis Martinez Johnson,"MARTINEZ JOHNSON, ALEXIS",Alexis,Martinez Johnson,F,,H2NM03173,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,1,y,Hispanic/Latino,H,NULL,n
WMPID4625,Alfeia Devaughn-Good Devaughn-Goodwin,"DEVAUGHN-GOODWIN, ALFEIA DEVAUGHN-GOOD",Alfeia Devaughn-Good,Devaughn-Goodwin,F,,H2PA05116,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Black,B,NULL,NULL
WMPID2209,Alfred Michael Decillis,"DECILLIS, ALFRED MICHAEL",Alfred Michael,Decillis,M,,H8NY11097,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID1896,Ali Jordan,"JORDAN, ALI",Ali,Jordan,OTHER,,H2CA27248,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID1914,Alia Garcia-Ureste,"GARCIA-URESTE, ALIA",Alia,Garcia-Ureste,F,,H8TX16125,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID3396,Aliena Jeanene Kern,"KERN, ALIENA JEANENE",Aliena Jeanene,Kern,UNK,,H6MN06165,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID727,Aliscia Andrews,"ANDREWS, ALISCIA",Aliscia,Andrews,F,H0VA10186,,,,0,N00045560,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID2486,Alisha Shelton,"SHELTON, ALISHA",Alisha,Shelton,F,,H2NE02124,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,n,Black,B,NULL,n
WMPID58,Alison Hayden,"HAYDEN, ALISON",Alison,Hayden,F,H0CA15247,H0CA15247,,,0,N00045124,11/3/2020,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID1446,Alissa Baldwin,"BALDWIN, ALISSA",Alissa,Baldwin,F,S0VA00070,,,,0,N00044990,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID3570,Alix Jack Christopher Jr Toulme,"TOULME, ALIX JACK CHRISTOPHER MR. JR",Alix Jack Christopher Jr,Toulme,M,,H2FL14228,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID4637,Allan Fung,"FUNG, ALLAN",Allan,Fung,M,,H2RI02226,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Asian/Pacific Islander,AP,NULL,NULL
WMPID2684,Allek Pastrana,"PASTRANA, ALLEK",Allek,Pastrana,UNK,,S2FL00607,H2FL07230,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID4449,Allen Brent Glines,"GLINES, ALLEN BRENT",Allen Brent,Glines,M,,S2UT00302,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID1476,Allen Buckley,"BUCKLEY, ALLEN",Allen,Buckley,M,S4GA11103,,,,0,N00026751,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID5114,Allen Cannon,"CANNON, ALLEN J",Allen,Cannon,UNK,,H4NJ12164,,,,,9/29/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID150,Allen Ellison,"ELLISON, ALLEN",Allen,Ellison,UNK,H0FL17159,S2FL00458,H2FL23278,,0,N00036527,11/3/2020,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID3981,Allen Harley II Mckibben,"MCKIBBEN, ALLEN HARLEY II",Allen Harley II,Mckibben,M,,H2MT01128,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID4894,Allen Rehinhart,"REHINHART, ALLEN",Allen,Rehinhart,M,,S2NV00381,,,0,,6/28/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID2972,Allen Sr. Guillory,"GUILLORY, ALLEN SR.",Allen Sr.,Guillory,M,,H0LA05179,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID1421,Allen Waters,"WATERS, ALLEN R",Allen,Waters,M,S0RI00067,H2RI01202,,,0,N00040633,11/3/2020,,,0,0,0,0,0,0,0,,0,N,Black,B,NULL,N
WMPID4636,Allison Russo,"RUSSO, ALLISON",Allison,Russo,F,,H2OH15210,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID4469,Allison Salinas,"SALINAS, ALLISON",Allison,Salinas,F,,S2IL00143,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID3675,Ally Dalsimer,"DALSIMER, ALLY",Ally,Dalsimer,F,,H2VA11198,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID3348,Ally Isom,"ISOM, ALLY",Ally,Isom,F,,S2UT00344,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID906,Alma Adams,"ADAMS, ALMA SHEALEY",Alma,Adams,F,H4NC12100,H4NC12100,,,0,N00035451,11/3/2020,,,0,0,0,0,0,0,0,,0,N,Black,B,NULL,N
WMPID2288,Alma Arredondo-Lynch,"ARREDONDO-LYNCH, ALMA G DR. D.D.S.",Alma,Arredondo-Lynch,F,,H2TX23140,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,1,Y,Hispanic/Latino,H,NULL,N
WMPID1928,Alton Anderson,"ANDERSON, ALTON MR.",Alton,Anderson,UNK,,S2UT00401,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID3317,Alycia Barnard,"BARNARD, ALYCIA",Alycia,Barnard,F,,H2FL09210,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID4925,Alycia Gruenhagen,"GRUENHAGEN, ALYCIA R",Alycia,Gruenhagen,F,,H0MN07125,,,,,7/5/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID1037,Alyse Galvin,"GALVIN, ALYSE",Alyse,Galvin,F,H8AK00140,,,,0,N00042372,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID4627,Alysia Rieg,"RIEG, ALYSIA",Alysia,Rieg,F,,H2TX12119,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Asian/Pacific Islander,AP,NULL,NULL
WMPID1361,Alyssa Dara McDowell,"MCDOWELL, ALYSSA DARA",Alyssa Dara,McDowell,F,S0KY00446,H2KY04238,,,0,N00038996,11/3/2020,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID4496,Alyssia Rose-Katherine Hammond,"HAMMOND, ALYSSIA ROSE-KATHERINE",Alyssia Rose-Katherine,Hammond,F,,S2NC00737,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Black,B,NULL,NULL
WMPID2311,Amal Torres,"TORRES, AMAL",Amal,Torres,M,,H2MD03218,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Black,B,NULL,NULL
WMPID258,Amanda Adkins,"ADKINS, AMANDA",Amanda,Adkins,F,H0KS03236,H0KS03236,,,0,N00045245,11/3/2020,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID3484,Amanda Freeman Chase,"CHASE, AMANDA FREEMAN",Amanda Freeman,Chase,F,,H2VA07204,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID4623,Amanda Makki,"MAKKI, AMANDA",Amanda,Makki,F,,H0FL13133,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,Middle East North Africa,M,NULL,Y
WMPID339,Amanda Slepr,"SLEPR, AMANDA",Amanda,Slepr,F,H0MI04132,,,,0,N00047221,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID760,Amanda Stuck,"STUCK, AMANDA",Amanda,Stuck,F,H0WI08125,,,,0,N00045078,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID1613,Amanda Waldman,"WALDMAN, AMANDA",Amanda,Waldman,F,,H2PA09126,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID2138,Amane Badhasso,"BADHASSO, AMANE",Amane,Badhasso,F,,H2MN04169,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,Black,B,NULL,N
WMPID865,Amata Coleman Radewagen,"AMATA, AUMUA",Aumua,Amata,F,H4AS00036,H4AS00036,,,0,N00007635,11/3/2020,,,0,0,0,0,0,0,0,,0,N,Asian/Pacific Islander,AP,NULL,N
WMPID5118,Ambassador Kingisaac Montrail Alien Holloway,"HOLLOWAY, AMBASSADOR KINGISAAC MONTRAIL ALIEN",Ambassador Kingisaac Montrail Alien,Holloway,UNK,,H2NY01273,,,,,9/29/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID325,Amber Ivey,"IVEY, AMBER",Amber,Ivey,F,H0MD07387,,,,0,N00046889,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID1927,Ameena Matthews,"MATTHEWS, AMEENA",Ameena,Matthews,F,,H0IL01210,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID2700,Amelia Paz,"PAZ, AMELIA",Amelia,Paz,F,,H2WA09123,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID45,Ami Bera,"BERA, AMERISH",Ami,Bera,M,H0CA03078,H0CA03078,,,0,N00030717,11/3/2020,,,0,0,0,0,0,0,0,,0,N,Asian/Pacific Islander,AP,NULL,N
WMPID479,Amit Lal,"LAL, AMIT",Amit,Lal,M,H0NY05088,H0NY05088,,,0,N00045266,11/3/2020,,,0,0,0,0,0,0,0,,0,n,Asian/Pacific Islander,AP,NULL,N
WMPID1074,Ammar Campa-Najjar,"CAMPA NAJJAR, AMMAR",Ammar,Campa Najjar,M,H8CA50098,,,,0,N00040871,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID2845,Amy America Tamayo,"TAMAYO, AMY AMERICA",Amy America,Tamayo,F,,H2ID02166,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID17,Amy Barrett,"BARRETT, AMY",Amy,Barrett,F,,,,,0,,11/3/2020,,,1,0,0,0,0,0,0,supreme court justices,,,,,,
WMPID4644,Amy Fogelstrom Chai,"CHAI, AMY FOGELSTROM DR",Amy Fogelstrom,Chai,F,,H2CT03102,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID4708,Amy Irene Washburn,"WASHBURN, AMY IRENE MS.",Amy Irene,Washburn,UNK,,H0WI06194,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID440,Amy Kennedy,"KENNEDY, AMY",Amy,Kennedy,F,H0NJ02171,,,,0,N00046255,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID1512,Amy Klobuchar,"KLOBUCHAR, AMY",Amy,Klobuchar,F,S6MN00267,,,,0,,11/3/2020,,,0,0,1,0,0,0,0,,,,,,,
WMPID1358,Amy McGrath,"MCGRATH, AMY",Amy,Mcgrath,F,S0KY00339,,,,0,N00041505,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID2632,Amy Phan West,"PHAN WEST, AMY",Amy,Phan West,F,,H2CA45125,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,Asian/Pacific Islander,AP,NULL,N
WMPID2040,Amy Rippel-Elton,"RIPPEL-ELTON, AMY MRS.",Amy,Rippel-Elton,F,,H2OH12126,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID561,Amy Ryan Courser,"COURSER, AMY RYAN",Amy Ryan,Courser,F,H0OR05104,H0OR05104,,,0,N00045283,11/3/2020,,,0,0,0,0,0,0,0,,0,n,White,W,NULL,n
WMPID1552,Amy Vilela,"VILELA, AMY",Amy,Vilela,F,,H2NV01264,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID1894,Ana Isabel Rivera,"RIVERA, ANA ISABEL",Ana Isabel,Rivera,UNK,,H0NJ10216,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID4238,Anakin Skywalker,"SKYWALKER, ANAKIN",Anakin,Skywalker,UNK,,H2PA03152,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID876,Analilia Joya,"JOYA, ANALILIA",Analilia,Joya,F,H4CA44157,,,,0,N00036511,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID4609,Andalib Mimokunmi Thomas Odulate,"ODULATE, ANDALIB MIMOKUNMI THOMAS",Andalib Mimokunmi Thomas,Odulate,M,,H2MD08191,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID1126,Andre Carson,"CARSON, ANDRE",Andre,Carson,M,H8IN07184,H8IN07184,,,0,N00029513,11/3/2020,,,0,0,0,0,0,0,0,,0,N,Black,B,NULL,N
WMPID1375,Andre Gray,"GRAY, ANDRE",Andre,Gray,M,S0MA00190,,,,0,N00045195,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID4606,Andrea Cuomo,"CUOMO, ANDREA J.",Andrea,Cuomo,UNK,,S2NY00424,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID4150,Andrea Doria Kale,"KALE, ANDREA DORIA",Andrea Doria,Kale,F,,H2FL17106,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID1911,Andrea Heeg,"HEEG, ANDREA",Andrea,Heeg,F,,H2IL11165,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID5134,Andrea Kirby,"KIRBY, ANDREA",Andrea,Kirby,F,,H8MI09142,,,,,9/29/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID4604,Andrea Roseborough Eberhard,"EBERHARD, ANDREA ROSEBOROUGH",Andrea Roseborough,Eberhard,F,,H2NJ08273,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Black,B,NULL,NULL
WMPID4643,Andrea Salinas,"SALINAS, ANDREA",Andrea,Salinas,F,,H2OR06066,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,1,Y,Hispanic/Latino,H,NULL,N
WMPID4402,Andreas Borgeas,"BORGEAS, ANDREAS A",Andreas,Borgeas,M,,H2CA22173,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID2923,Andrew Alvey,"ALVEY, ANDREW",Andrew,Alvey,M,,H2GA10174,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID4601,Andrew Badger,"BADGER, ANDREW",Andrew,Badger,M,,H2UT01268,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID195,Andrew Clyde,"CLYDE, ANDREW",Andrew,Clyde,M,H0GA09246,H0GA09246,,,0,N00046654,11/3/2020,,,0,0,0,0,0,0,0,,0,n,White,W,NULL,n
WMPID2020,Andrew Daly,"DALY, ANDREW",Andrew,Daly,M,,H2MO03183,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID2098,Andrew David Engdahl,"ENGDAHL, ANDREW DAVID",Andrew David,Engdahl,M,,H2CA04155,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID2551,Andrew David Heaton,"HEATON, ANDREW DAVID",Andrew David,Heaton,M,,H2CO05240,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID1946,Andrew Forrest White,"WHITE, ANDREW FORREST",Andrew Forrest,White,M,,H2CO06198,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID5142,Andrew Gale,"GALE, ANDREW",Andrew,Gale,UNK,,H2MI01159,,,,,9/29/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID471,Andrew Garbarino,"GARBARINO, ANDREW",Andrew,Garbarino,M,H0NY02234,H0NY02234,,,0,N00046030,11/3/2020,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID247,Andrew Gregg Warner,"WARNER, ANDREW GREGG",Andrew Gregg,Warner,M,H0IN07298,,,,0,N00047215,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID3447,Andrew Halcro,"HALCRO, ANDREW J MR",Andrew,Halcro,M,,H2AK01224,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID3799,Andrew Horning,"HORNING, ANDREW M.",Andrew,Horning,M,,H2IN07088,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID4596,Andrew Huffman,"HUFFMAN, ANDREW",Andrew,Huffman,M,,H2NC12260,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID1839,Andrew Hunt,"HUNT, ANDREW",Andrew,Hunt,UNK,,H2MI64017,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID2957,Andrew Hurla,"HURLA, ANDREW",Andrew,Hurla,M,,S2MO00676,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID1777,Andrew Hyduchak,"HYDUCHAK, ANDREW",Andrew,Hyduchak,UNK,,S2CT00330,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID343,Andrew J. Tidwell,"TIDWELL, ANDREW",Andrew,Tidwell,M,H0MI06160,,,,0,N00044536,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID5204,Andrew Jackson,"JACKSON, ANDREW",Andrew,Jackson,M,,,,,,,12/19/2022,,,,,,,1,0,0,former presidents,,,White,,,
WMPID4595,Andrew Jackson Foster,"FOSTER, ANDREW JACKSON V",Andrew Jackson,Foster,M,,S2IA00180,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID4594,Andrew John 3Rd Bulecza,"BULECZA, ANDREW JOHN MR. 3RD",Andrew John 3Rd,Bulecza,M,,S2NC00604,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID2038,Andrew John Louderback,"LOUDERBACK, ANDREW JOHN",Andrew John,Louderback,M,,H2TX27281,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID5213,Andrew Johnson,"JOHNSON, ANDREW",Andrew,Johnson,M,,,,,,,12/19/2022,,,,,,,1,0,0,former presidents,,,White,,,
WMPID3999,Andrew Joseph Legnani,"LEGNANI, ANDREW JOSEPH",Andrew Joseph,Legnani,M,,H2CT01197,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID4591,Andrew Jr Jones,"JONES, ANDREW M JR",Andrew Jr,Jones,M,,H2MO01179,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,Black,B,NULL,NULL
WMPID3688,Andrew Kalloch,"KALLOCH, ANDREW",Andrew,Kalloch,M,,H2OR04103,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID720,Andrew Knaggs,"KNAGGS, ANDREW",Andrew,Knaggs,M,H0VA07125,,,,0,N00045558,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID515,Andrew Kolstee,"KOLSTEE, ANDREW",Andrew,Kolstee,M,H0NY23131,,,,0,N00047247,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID2373,Andrew Kyle Mccarthy,"MCCARTHY, ANDREW KYLE",Andrew Kyle,Mccarthy,M,,H2NY00085,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID3830,Andrew Pacetti,"PACETTI, ANDREW MR",Andrew,Pacetti,M,,H2GA03195,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID5044,Andrew Phelps,"PHELPS, ANDREW H.",Andrew,Phelps,M,,H2AK00531,,,,,8/5/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID4587,Andrew Philip Hamilton,"HAMILTON, ANDREW PHILIP",Andrew Philip,Hamilton,UNK,,H2VA04144,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID2521,Andrew Preston Robinson,"ROBINSON, ANDREW PRESTON MR.",Andrew Preston,Robinson,M,,H2FL03205,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID2573,Andrew Ruben Alvarez,"ALVAREZ, ANDREW RUBEN",Andrew Ruben,Alvarez,M,,H2TX22134,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,1,Y,Hispanic/Latino,H,NULL,NULL
WMPID2323,Andrew Scott Clanton,"CLANTON, ANDREW SCOTT MR",Andrew Scott,Clanton,UNK,,H2TX32174,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID4257,Andrew Shecktor,"SHECKTOR, ANDREW",Andrew,Shecktor,M,,H2PA09118,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID723,Andrew Straw,"STRAW, ANDREW",Andrew,Straw,M,H0VA08164,,,,0,N00033103,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID3584,Andrew T. Heldut,"T. HELDUT, ANDREW",Andrew,T. Heldut,M,,H2IL09144,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID4647,Andrew Upchurch,"UPCHURCH, ANDREW",Andrew,Upchurch,M,,H2CA33238,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID4117,Andrew Wang,"WANG, ANDREW",Andrew,Wang,UNK,,H0IL10369,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID4580,Andrew Watters,"WATTERS, ANDREW G.",Andrew,Watters,M,,H2CA14154,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID3558,Andrew Wolfe,"WOLFE, ANDREW D",Andrew,Wolfe,M,,H2NY11132,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID5177,Andrés Manuel López Obrador,"LÓPEZ OBRADOR, ANDRÉS MANUEL",Andrés Manuel,López Obrador,M,,,,,,,12/19/2022,,,,,,,0,1,0,international leaders,,,Hispanic/Latino,,,
WMPID4445,Andy Baan,"BAAN, ANDY",Andy,Baan,M,,H0VA02167,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID271,Andy Barr,"BARR, GARLAND ANDY",Andy,Barr,M,H0KY06104,H0KY06104,,,0,N00031233,11/3/2020,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID946,Andy Biggs,"BIGGS, ANDY MR.",Andy,Biggs,M,H6AZ05083,H6AZ05083,,,0,N00039293,11/3/2020,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID66,Andy Caldwell,"CALDWELL, ANDY",Andy,Caldwell,M,H0CA24157,,,,0,N00045125,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID1144,Andy Harris,"HARRIS, ANDREW P",Andy,Harris,M,H8MD01094,H8MD01094,,,0,N00029147,11/3/2020,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID1179,Andy Kim,"KIM, ANDY",Andrew,Kim,M,H8NJ03206,H8NJ03206,,,0,N00041370,11/3/2020,,,0,0,0,0,0,0,0,,0,N,Asian/Pacific Islander,AP,Korean,N
WMPID1150,Andy Levin,"LEVIN, ANDY",Andy,Levin,M,H8MI09118,H8MI09118,,,0,N00042149,11/3/2020,,,0,0,0,0,0,0,0,,0,N,White,W,NULL,N
WMPID5054,Andy Maidment,"MAIDMENT, EDWARD A. (ANDY)",Andy,Maidment,M,,H2MO06269,,,,,8/5/2022,,,0,0,0,0,0,0,0,,0,N,Middle East North Africa,M,W,Y
WMPID1489,Andy Martin,"MARTIN, ANDY",Andy,Martin,M,S4NH00096,S4NH00096,,,0,N00035510,11/3/2020,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID4832,Andy Miranda,"MIRANDA, ANDY",Andy,Miranda,M,,H2CA29095,,,0,,6/28/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID4099,Andy Ogles,"OGLES, ANDY",Andy,Ogles,M,,H2TN05446,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID2852,Andy Parker,"PARKER, ANDY",Andy,Parker,M,,H2VA05133,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,White,W,NULL,NULL
WMPID252,Andy Ruff,"RUFF, ANDY",Andy,Ruff,M,H0IN09179,,,,0,N00046205,11/3/2020,,,0,0,0,0,0,0,0,,,,,,,
WMPID4230,Andy Yates,"YATES, ANDY",Andy,Yates,M,,H2AZ01370,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,0,B,White,W,NULL,B
WMPID1994,Angeigh Rocellerpitts,"ROCELLERPITTS, ANGEIGH",Angeigh,Rocellerpitts,F,,H4TX30067,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID3705,Angel Anthony Rios,"RIOS, ANGEL ANTHONY MR.",Angel Anthony,Rios,M,,H2CA42163,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,NULL,NULL,NULL,NULL,NULL
WMPID2021,Angel David Martinez,"MARTINEZ, ANGEL DAVID",Angel David,Martinez,UNK,,H2TX37017,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,,,NULL,,,
WMPID2539,Angel Lara,"LARA, ANGEL",Angel,Lara,M,,H2CA21209,,,0,,6/7/2022,,,0,0,0,0,0,0,0,,1,Y,Hispanic/Latino,H,NULL,NULL
